Salutation,Last Name,First Name,Vlookup Name,Full Name,City,Country,Position,Department,Affiliation,E_mail,Contact Info,URL,Organization,Organization_Committee,Organization_Role,Congress,Congress_Year,Congress_Session,Congress_Title_of_Session,Congress_Role,Journal,Journal_Editorial Board,Journal_Role,Guideline_Name,Guideline_Year,Guideline_Role,CT_NCT_Id_Breast Cancer,title,recruiting,conditions,interventions,lead_sponsor,other_sponsor,phase,study_type,Role,start_dt,end_dt,First Author,Last Author,Total Pub Count,Total 2002-2006,Total 2007-2011,Total 2012-2017
,Chambers,Jeff,Chambers J,Jeff Chambers,(Blank),USA,(Blank),(Blank),(Blank),(Blank),(Blank),https://stanfordhealthcare.org/about-us/leadership.html,Stanford Health Care,Leadership team,Board Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Charif,Mahmoud,Charif M,Mahmoud Charif,(Blank),USA,Assistant Professor of Medicine,Department of Internal Medicine,UC Health Barrett Cancer Center,(Blank),(Blank),http://uchealth.com/cancer/centers-programs/breast-cancer-center/our-team/,University of Cincinnati Cancer Institute,Breast Cancer Center,Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chavez,Brenda,Chavez B,Brenda Chavez,(Blank),USA,(Blank),(Blank),(Blank),(Blank),(Blank),https://www.mdanderson.org/patients-family/diagnosis-treatment/care-centers-clinics/cancer-prevention-center/meet-our-team.html,The University of Texas MD Anderson Cancer Center,Cancer Prevention Center,Nurse practitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chavez-MacGregor,Mariana,Chavez-MacGregor M,Mariana Chavez-MacGregor,Houston,USA,(Blank),(Blank),University of Texas MD Anderson Cancer Center,(Blank),(Blank),https://www.mdanderson.org/patients-family/diagnosis-treatment/care-centers-clinics/breast-center/meet-our-team.html,The University of Texas MD Anderson Cancer Center,Nellie B. Connally Breast Center,Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chen,Junjie,Chen J,Junjie Chen,(Blank),USA,Chair,Experimental Radiation Oncology,(Blank),(Blank),(Blank),https://www.mdanderson.org/cancermoonshots/cancer-types/breast.html,The University of Texas MD Anderson Cancer Center,Breast Cancer Moon Shot ,Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chen,Karen,Chen K,Karen Chen,(Blank),USA,(Blank),(Blank),(Blank),(Blank),(Blank),https://www.mdanderson.org/patients-family/diagnosis-treatment/care-centers-clinics/cancer-prevention-center/meet-our-team.html,The University of Texas MD Anderson Cancer Center,Cancer Prevention Center,Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chen,May Cheng-Su,Chen M,May Cheng-Su Chen,(Blank),USA,(Blank),(Blank),Stanford Cancer Center South Bay,(Blank),(Blank),https://stanfordhealthcare.org/content/shc/en/search-results.doctors.html/&sp_clinics%7C/medical-clinics/breast-cancer-program.html%7CBreast%20Cancer%20Program#&x1=sp_spec_care_phy&q1=true&x2=sp_dr_title_groups&q2=Oncology&x3=sp_dr_titles&q3=Medical%20oncologist,Stanford Health Care,Breast Cancer Program,Medical oncologist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chen,Thomas T,Chen T,Thomas T Chen,(Blank),USA,(Blank),(Blank),Stanford Cancer Center South Bay,(Blank),(Blank),https://stanfordhealthcare.org/content/shc/en/search-results.doctors.html/&sp_clinics%7C/medical-clinics/breast-cancer-program.html%7CBreast%20Cancer%20Program#&x1=sp_spec_care_phy&q1=true&x2=sp_dr_title_groups&q2=Oncology&x3=sp_dr_titles&q3=Medical%20oncologist,Stanford Health Care,Breast Cancer Program,Medical oncologist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chism,Lisa,Chism L,Lisa Chism,(Blank),USA,(Blank),(Blank),(Blank),(Blank),(Blank),http://www.karmanos.org/cancer-care/teams/breast-team,Barbara Ann Karmanos Cancer Center,Breast Cancer Program,Women’s Wellness Clinic Nurse Practitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Choi,Lydia,Choi L,Lydia Choi,(Blank),USA,(Blank),(Blank),(Blank),(Blank),(Blank),http://www.karmanos.org/cancer-care/teams/breast-team,Barbara Ann Karmanos Cancer Center,Breast Cancer Program,Surgical Oncologist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Choksi,Adrienne,Choksi A,Adrienne Choksi,(Blank),USA,(Blank),(Blank),(Blank),(Blank),(Blank),https://www.mdanderson.org/patients-family/diagnosis-treatment/care-centers-clinics/cancer-prevention-center/meet-our-team.html,The University of Texas MD Anderson Cancer Center,Cancer Prevention Center,Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chon,Susan,Chon S,Susan Chon,(Blank),USA,(Blank),(Blank),(Blank),(Blank),(Blank),https://www.mdanderson.org/patients-family/diagnosis-treatment/care-centers-clinics/cancer-prevention-center/meet-our-team.html,The University of Texas MD Anderson Cancer Center,Cancer Prevention Center,Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cimino-Mathews,Ashley,Cimino-Mathews A,Ashley Cimino-Mathews,(Blank),USA,Associate Professor of Pathology,(Blank),(Blank),(Blank),(Blank),http://pathology.jhu.edu/breast/expertise.php,Johns Hopkins University,Breast Cancer & Breast Pathology,Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cimino-Mathews,Ashley,Cimino-Mathews A,Ashley Cimino-Mathews,(Blank),USA,Associate Professor of Pathology,(Blank),(Blank),(Blank),(Blank),http://www.hopkinsmedicine.org/breast_center/team_approach/our_team/diagnosticians/pathology.html,Johns Hopkins University,Johns Hopkins Breast Center,Diagnosticians,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cisco,Robin M,Cisco R,Robin M Cisco,(Blank),USA,Clinical Assistant Professor,(Blank),Stanford Cancer Center South Bay,(Blank),(Blank),https://stanfordhealthcare.org/content/shc/en/search-results.doctors.html/&sp_clinics%7C/medical-clinics/breast-cancer-program.html%7CBreast%20Cancer%20Program#&x1=sp_spec_care_phy&q1=true&x2=sp_dr_title_groups&q2=Surgery&x3=sp_dr_titles&q3=General%20surgeon,Stanford Health Care,Breast Cancer Program,General surgeon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ciurea,Ana,Ciurea A,Ana Ciurea,(Blank),USA,(Blank),(Blank),(Blank),(Blank),(Blank),https://www.mdanderson.org/patients-family/diagnosis-treatment/care-centers-clinics/cancer-prevention-center/meet-our-team.html,The University of Texas MD Anderson Cancer Center,Cancer Prevention Center,Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cohen,Adam,Cohen A,Adam Cohen,(Blank),USA,(Blank),(Blank),(Blank),(Blank),(Blank),https://healthcare.utah.edu/huntsmancancerinstitute/patient-care/clinics-and-care-teams/breast-cancer-program/our-team.php,University of Utah,Huntsman Cancer Institute’s Breast Cancer Program,Medical Oncologist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Colonna,Sarah,Colonna S,Sarah Colonna,(Blank),USA,(Blank),(Blank),(Blank),(Blank),(Blank),https://healthcare.utah.edu/huntsmancancerinstitute/patient-care/clinics-and-care-teams/breast-cancer-program/our-team.php,University of Utah,Huntsman Cancer Institute’s Breast Cancer Program,Medical Oncologist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Comolli,Bret,Comolli B,Bret Comolli,(Blank),USA,(Blank),(Blank),(Blank),(Blank),(Blank),https://stanfordhealthcare.org/about-us/leadership.html,Stanford Health Care,Leadership team,Board Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Conder,Rosemary,Conder R,Rosemary Conder,(Blank),USA,(Blank),(Blank),(Blank),(Blank),(Blank),https://healthcare.utah.edu/huntsmancancerinstitute/patient-care/clinics-and-care-teams/breast-cancer-program/our-team.php,University of Utah,Huntsman Cancer Institute’s Breast Cancer Program,Medical Oncologist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Conner,Tom,Conner T,Tom Conner,(Blank),USA,(Blank),(Blank),(Blank),(Blank),(Blank),http://healthcare.utah.edu/huntsmancancerinstitute/patient-care/clinics-and-care-teams/high-risk-cancer-research-clinics-and-studies/high-risk-breast-cancer/our-team.php,University of Utah,High Risk Breast Cancer Program,Clinical Research Coordinator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Connolly,Irene,Connolly I,Irene Connolly,(Blank),USA,(Blank),(Blank),(Blank),(Blank),(Blank),http://www.karmanos.org/cancer-care/teams/breast-team,Barbara Ann Karmanos Cancer Center,Breast Cancer Program,Medical Oncologists ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Connolly,Roisin Maritxell,Connolly R,Roisin Maritxell Connolly,(Blank),USA,Assistant Professor of Oncology,(Blank),(Blank),(Blank),(Blank),http://www.hopkinsmedicine.org/breast_center/team_approach/our_team/medical_oncologists.html,Johns Hopkins University,Johns Hopkins Breast Center,Medical Oncologist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Connor,David,Connor D,David Connor,(Blank),USA,(Blank),(Blank),(Blank),(Blank),(Blank),https://stanfordhealthcare.org/about-us/leadership.html,Stanford Health Care,Leadership team,Interim Chief Financial Officer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Constance,Ziegfeld,Constance Z,Ziegfeld Constance,(Blank),USA,(Blank),(Blank),(Blank),(Blank),(Blank),http://www.hopkinsmedicine.org/breast_center/team_approach/our_team/diagnosticians/genetic_counseling_testing/,Johns Hopkins University,Johns Hopkins Breast Center,Diagnosticians,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cook,Elise D,Cook E,Elise D Cook,(Blank),USA,(Blank),(Blank),(Blank),(Blank),(Blank),https://www.mdanderson.org/patients-family/diagnosis-treatment/care-centers-clinics/cancer-prevention-center/meet-our-team.html,The University of Texas MD Anderson Cancer Center,Cancer Prevention Center,Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cooney,Damon Sean,Cooney D,Damon Sean Cooney,(Blank),USA,Assistant Professor of Plastic and Reconstructive Surgery,(Blank),(Blank),(Blank),(Blank),http://www.hopkinsmedicine.org/breast_center/team_approach/our_team/breast_plastic_reconstructive_surgeons.html,Johns Hopkins University,Johns Hopkins Breast Center,Breast Plastic and Reconstructive Surgeon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cote,Michele L,Cote M,Michele L Cote,(Blank),USA,(Blank),(Blank),(Blank),(Blank),(Blank),http://www.karmanos.org/Leadership,Barbara Ann Karmanos Cancer Center,Leadership team,"Associate Center Director, Education",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Coyne,Robin L,Coyne R,Robin L Coyne,(Blank),USA,(Blank),(Blank),(Blank),(Blank),(Blank),https://www.mdanderson.org/patients-family/diagnosis-treatment/care-centers-clinics/cancer-prevention-center/meet-our-team.html,The University of Texas MD Anderson Cancer Center,Cancer Prevention Center,Nurse practitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cramer,Angie L,Cramer A,Angie L Cramer,(Blank),USA,(Blank),(Blank),(Blank),(Blank),(Blank),http://www.hopkinsmedicine.org/breast_center/team_approach/our_team/nurses/,Johns Hopkins University,Johns Hopkins Breast Center,Nurse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Croog,Victoria Jane,Croog V,Victoria Jane Croog,(Blank),USA,(Blank),(Blank),(Blank),(Blank),(Blank),http://www.hopkinsmedicine.org/breast_center/team_approach/our_team/radiation_oncologists.html,Johns Hopkins University,Johns Hopkins Breast Center,Radiation Oncologist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dains,Joyce,Dains J,Joyce Dains,(Blank),USA,(Blank),(Blank),(Blank),(Blank),(Blank),https://www.mdanderson.org/patients-family/diagnosis-treatment/care-centers-clinics/cancer-prevention-center/meet-our-team.html,The University of Texas MD Anderson Cancer Center,Cancer Prevention Center,Nurse practitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dale,Elizabeth,Dale E,Elizabeth Dale,(Blank),USA,Assistant Professor of Surgery,Department of Surgery,Shriners Hospital for Children - Cincinnati,(Blank),(Blank),http://uchealth.com/cancer/centers-programs/breast-cancer-center/our-team/,University of Cincinnati Cancer Institute,Breast Cancer Center,Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Damodaran,Senthil,Damodaran S,Senthil Damodaran,(Blank),USA,(Blank),(Blank),(Blank),(Blank),(Blank),https://www.mdanderson.org/patients-family/diagnosis-treatment/care-centers-clinics/breast-center/meet-our-team.html,The University of Texas MD Anderson Cancer Center,Nellie B. Connally Breast Center,Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Damrose,Ed,Damrose E,Ed Damrose,(Blank),USA,(Blank),(Blank),(Blank),(Blank),(Blank),https://stanfordhealthcare.org/about-us/leadership.html,Stanford Health Care,Leadership team,Vice Chief of the Medical Staff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dawes,Christopher,Dawes C,Christopher Dawes,(Blank),USA,(Blank),(Blank),(Blank),(Blank),(Blank),https://stanfordhealthcare.org/about-us/leadership.html,Stanford Health Care,Leadership team,Board Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Day,Suzanne,Day S,Suzanne Day,(Blank),USA,(Blank),(Blank),(Blank),(Blank),(Blank),https://www.mdanderson.org/patients-family/diagnosis-treatment/care-centers-clinics/cancer-prevention-center/meet-our-team.html,The University of Texas MD Anderson Cancer Center,Cancer Prevention Center,Nurse practitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,De La Torre,Laura,De La Torre L,Laura De La Torre,(Blank),USA,(Blank),(Blank),(Blank),(Blank),(Blank),https://healthcare.utah.edu/huntsmancancerinstitute/patient-care/clinics-and-care-teams/breast-cancer-program/our-team.php,University of Utah,Huntsman Cancer Institute’s Breast Cancer Program,Outpatient Service Specialist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DeMartini,Wendy,DeMartini W,Wendy DeMartini,(Blank),USA,(Blank),(Blank),Stanford Women's Cancer Center,(Blank),(Blank),https://stanfordhealthcare.org/content/shc/en/search-results.doctors.html/&sp_clinics%7C/medical-clinics/breast-cancer-program.html%7CBreast%20Cancer%20Program#&x1=sp_spec_care_phy&q1=true&x2=sp_dr_title_groups&q2=Radiology&x3=sp_dr_titles&q3=Radiologist,Stanford Health Care,Breast Cancer Program,Radiologist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DeSnyder,Sarah M,DeSnyder S,Sarah M DeSnyder,Houston,USA,(Blank),(Blank),Mayo Clinic,(Blank),(Blank),https://www.mdanderson.org/patients-family/diagnosis-treatment/care-centers-clinics/breast-center/meet-our-team.html,The University of Texas MD Anderson Cancer Center,Nellie B. Connally Breast Center,Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DeSnyder,Sarah M,DeSnyder S,Sarah M DeSnyder,Houston,USA,(Blank),(Blank),Mayo Clinic,(Blank),(Blank),https://www.mdanderson.org/patients-family/diagnosis-treatment/care-centers-clinics/breast-center/inflammatory-breast-cancer-clinic.html,The University of Texas MD Anderson Cancer Center,Morgan Welch Inflammatory Breast Cancer Clinic,Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DeSnyder,Sarah M,DeSnyder S,Sarah M DeSnyder,Houston,USA,(Blank),(Blank),Mayo Clinic,(Blank),(Blank),https://www.mdanderson.org/research/departments-labs-institutes/programs-centers/inflammatory-breast-cancer-research-program/members.html,The University of Texas MD Anderson Cancer Center,Inflammatory Breast Cancer Research Program,Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Devisetty,Kiran,Devisetty K,Kiran Devisetty,(Blank),USA,(Blank),(Blank),(Blank),(Blank),(Blank),http://www.karmanos.org/cancer-care/teams/breast-team,Barbara Ann Karmanos Cancer Center,Breast Cancer Program,Radiation Oncologist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Di Carlo,Philip Alfred,Di Carlo P,Philip Alfred Di Carlo,(Blank),USA,Director of Breast Imaging,(Blank),Johns Hopkins Bayview Medical Center,(Blank),(Blank),http://www.hopkinsmedicine.org/breast_center/team_approach/our_team/diagnosticians/imaging.html,Johns Hopkins University,Johns Hopkins Breast Center,Diagnosticians,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DiBoise,Sarah,DiBoise S,Sarah DiBoise,(Blank),USA,(Blank),(Blank),(Blank),(Blank),(Blank),https://stanfordhealthcare.org/about-us/leadership.html,Stanford Health Care,Leadership team,Chief Hospital Counsel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dirbas,Frederick M,Dirbas F,Frederick M Dirbas,(Blank),USA,Associate Professor,(Blank),Stanford Women's Cancer Center,(Blank),(Blank),https://stanfordhealthcare.org/content/shc/en/search-results.doctors.html/&sp_clinics%7C/medical-clinics/breast-cancer-program.html%7CBreast%20Cancer%20Program#&x1=sp_spec_care_phy&q1=true&x2=sp_dr_title_groups&q2=Surgery&x3=sp_dr_titles&q3=Surgical%20oncologist,Stanford Health Care,Breast Cancer Program,Surgical oncologist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dmitrovsky,Ethan,Dmitrovsky E,Ethan Dmitrovsky,(Blank),USA,(Blank),(Blank),(Blank),(Blank),(Blank),https://www.mdanderson.org/about-md-anderson/facts-history/shared-governance-committee.html,The University of Texas MD Anderson Cancer Center,Shared Governance Committee,Provost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dmitrovsky,Ethan,Dmitrovsky E,Ethan Dmitrovsky,(Blank),USA,(Blank),(Blank),(Blank),(Blank),(Blank),https://www.mdanderson.org/about-md-anderson/facts-history/shared-governance-committee.html,The University of Texas MD Anderson Cancer Center,Shared Governance Committee,Executive Vice President,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dominello,Michael,Dominello M,Michael Dominello,(Blank),USA,(Blank),(Blank),(Blank),(Blank),(Blank),http://www.karmanos.org/cancer-care/teams/breast-team,Barbara Ann Karmanos Cancer Center,Breast Cancer Program,Radiation Oncologist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Draetta,Giulio F,Draetta G,Giulio F Draetta,(Blank),USA,(Blank),(Blank),(Blank),(Blank),(Blank),https://www.mdanderson.org/about-md-anderson/facts-history/shared-governance-committee.html,The University of Texas MD Anderson Cancer Center,Shared Governance Committee,"Co-leader, Moon Shots Program and Institute for Applied Cancer Science Platform",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Driver,Jeff,Driver J,Jeff Driver,(Blank),USA,(Blank),(Blank),(Blank),(Blank),(Blank),https://stanfordhealthcare.org/about-us/leadership.html,Stanford Health Care,Leadership team,Chief Risk Officer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Drucker,Carol,Drucker C,Carol Drucker,(Blank),USA,(Blank),(Blank),(Blank),(Blank),(Blank),https://www.mdanderson.org/patients-family/diagnosis-treatment/care-centers-clinics/cancer-prevention-center/meet-our-team.html,The University of Texas MD Anderson Cancer Center,Cancer Prevention Center,Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dryden,Mark J,Dryden M,Mark J Dryden,(Blank),USA,(Blank),(Blank),(Blank),(Blank),(Blank),https://www.mdanderson.org/patients-family/diagnosis-treatment/care-centers-clinics/breast-center/meet-our-team.html,The University of Texas MD Anderson Cancer Center,Nellie B. Connally Breast Center,Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Eckhardt,Bedrich,Eckhardt B,Bedrich Eckhardt,(Blank),USA,(Blank),(Blank),(Blank),(Blank),(Blank),https://www.mdanderson.org/research/departments-labs-institutes/programs-centers/inflammatory-breast-cancer-research-program/members.html,The University of Texas MD Anderson Cancer Center,Inflammatory Breast Cancer Research Program,Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Edwards,Michael J,Edwards M,Michael J Edwards,(Blank),USA,"Professor of Surgery; Chair, Department of Surgery",Department of Surgery,UC Health Barrett Cancer Center,(Blank),(Blank),http://uchealth.com/cancer/centers-programs/breast-cancer-center/our-team/,University of Cincinnati Cancer Institute,Breast Cancer Center,Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Eisner,David J,Eisner D,David J Eisner,(Blank),USA,Assistant Professor of Radiology and Radiological Science,(Blank),(Blank),(Blank),(Blank),http://www.hopkinsmedicine.org/breast_center/team_approach/our_team/diagnosticians/imaging.html,Johns Hopkins University,Johns Hopkins Breast Center,Diagnosticians,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,El Zein,Randa,El Zein R,Randa El Zein,(Blank),USA,(Blank),(Blank),(Blank),(Blank),(Blank),https://www.mdanderson.org/research/departments-labs-institutes/programs-centers/inflammatory-breast-cancer-research-program/members.html,The University of Texas MD Anderson Cancer Center,Inflammatory Breast Cancer Research Program,Core Leader,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Emens,Leisha Ann,Emens L,Leisha Ann Emens,Baltimore,USA,Associate Professor of Oncology,(Blank),"University of Texas Health Science Center
",(Blank),(Blank),http://www.hopkinsmedicine.org/breast_center/team_approach/our_team/medical_oncologists.html,Johns Hopkins University,Johns Hopkins Breast Center,Medical Oncologist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Endito,Julie,Endito J,Julie Endito,(Blank),USA,(Blank),(Blank),(Blank),(Blank),(Blank),https://healthcare.utah.edu/huntsmancancerinstitute/patient-care/clinics-and-care-teams/breast-cancer-program/our-team.php,University of Utah,Huntsman Cancer Institute’s Breast Cancer Program,Outpatient Service Specialist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Entwistle,David,Entwistle D,David Entwistle,(Blank),USA,(Blank),(Blank),(Blank),(Blank),(Blank),https://stanfordhealthcare.org/about-us/leadership.html,Stanford Health Care,Leadership team,President,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Entwistle,David,Entwistle D,David Entwistle,(Blank),USA,(Blank),(Blank),(Blank),(Blank),(Blank),https://stanfordhealthcare.org/about-us/leadership.html,Stanford Health Care,Leadership team,CEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Entwistle,David,Entwistle D,David Entwistle,(Blank),USA,(Blank),(Blank),(Blank),(Blank),(Blank),https://stanfordhealthcare.org/about-us/leadership.html,Stanford Health Care,Leadership team,Board Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
